"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Visibility","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"3505","FDS21",19.85,"Regular",0.020872204,"Snack Foods",62.4194,"OUT035","Small","Tier 2","Supermarket Type1",1192.68678916715
"3506","FDQ40",11.1,"Regular",0.036100589,"Frozen Foods",176.0712,"OUT045",NA,"Tier 2","Supermarket Type1",2744.0524885848
"3507","NCE55",8.92,"Low Fat",0.129820371,"Household",176.137,"OUT013","High","Tier 3","Supermarket Type1",2803.14175908222
"3508","FDX43",NA,"Low Fat",0.08486204,"Fruits and Vegetables",165.25,"OUT027","Medium","Tier 3","Supermarket Type3",4112.00782305289
"3509","FDS12",9.1,"Low Fat",0.174389257,"Baking Goods",125.7362,"OUT049","Medium","Tier 1","Supermarket Type1",2121.13566607487
"3510","DRK01",NA,"Low Fat",0.0607686,"Soft Drinks",94.6436,"OUT027","Medium","Tier 3","Supermarket Type3",2952.05740782782
"3511","FDN25",7.895,"Regular",0.061521569,"Breakfast",55.3588,"OUT017",NA,"Tier 2","Supermarket Type1",1065.11684916532
"3512","FDB60",9.3,"LF",0.028522089,"Baking Goods",195.0136,"OUT046","Small","Tier 1","Supermarket Type1",3069.92745127939
"3513","FDQ13",11.1,"Low Fat",0.010701801,"Canned",83.5908,"OUT017",NA,"Tier 2","Supermarket Type1",1514.73677877133
"3514","DRK13",11.8,"LF",0.115401142,"Soft Drinks",196.8084,"OUT045",NA,"Tier 2","Supermarket Type1",3018.3830832738
"3515","DRF25",9,"Low Fat",0.039083816,"Soft Drinks",35.419,"OUT018","Medium","Tier 3","Supermarket Type2",314.088442133742
"3516","NCD42",NA,"Low Fat",0.022127237,"Health and Hygiene",39.2506,"OUT019","Small","Tier 1","Grocery Store",-1237.93096247459
"3517","FDW25",5.175,"Low Fat",0.037474799,"Canned",84.7224,"OUT045",NA,"Tier 2","Supermarket Type1",1371.68138576478
"3518","NCV29",NA,"Low Fat",0.02273288,"Health and Hygiene",179.4686,"OUT027","Medium","Tier 3","Supermarket Type3",4297.72125756848
"3519","NCK42",7.475,"Low Fat",0.013117547,"Household",214.3192,"OUT035","Small","Tier 2","Supermarket Type1",3512.94177002304
"3520","DRJ13",NA,"Low Fat",0.062585755,"Soft Drinks",158.4578,"OUT027","Medium","Tier 3","Supermarket Type3",3946.38540309039
"3521","DRD15",10.6,"Low Fat",0.057117184,"Dairy",232.4642,"OUT017",NA,"Tier 2","Supermarket Type1",3701.644777164
"3522","FDM27",12.35,"Regular",0.158790733,"Meat",156.3946,"OUT045",NA,"Tier 2","Supermarket Type1",2492.28958451325
"3523","FDZ50",12.8,"Regular",0.079398454,"Dairy",184.5608,"OUT018","Medium","Tier 3","Supermarket Type2",2656.60661100213
"3524","FDC04",15.6,"Low Fat",0.044985646,"Dairy",242.4854,"OUT046","Small","Tier 1","Supermarket Type1",3788.40372409786
"3525","FDF50",4.905,"Low Fat",0,"Canned",195.9768,"OUT049","Medium","Tier 1","Supermarket Type1",3248.37897294717
"3526","FDP15",15.2,"Low Fat",0.084112804,"Meat",257.733,"OUT045",NA,"Tier 2","Supermarket Type1",3993.94013345116
"3527","FDK46",9.6,"LF",0.051457663,"Snack Foods",258.962,"OUT035","Small","Tier 2","Supermarket Type1",4197.21086420434
"3528","FDZ56",16.25,"LF",0.025841822,"Fruits and Vegetables",168.9474,"OUT018","Medium","Tier 3","Supermarket Type2",2404.84850481155
"3529","FDY60",10.5,"Regular",0,"Baking Goods",143.5128,"OUT049","Medium","Tier 1","Supermarket Type1",2437.13376179654
"3530","FDB10",10,"Low Fat",0.067195414,"Snack Foods",236.859,"OUT035","Small","Tier 2","Supermarket Type1",3884.85434014323
"3531","FDR57",5.675,"Regular",0.023544619,"Snack Foods",155.5288,"OUT045",NA,"Tier 2","Supermarket Type1",2449.92328032216
"3532","FDU58",6.61,"Regular",0.029056831,"Snack Foods",186.9898,"OUT049","Medium","Tier 1","Supermarket Type1",3110.74082678038
"3533","FDH02",7.27,"Regular",0.020781144,"Canned",88.7488,"OUT046","Small","Tier 1","Supermarket Type1",1519.8766801331
"3534","FDP48",7.52,"Regular",0.043986578,"Baking Goods",182.295,"OUT013","High","Tier 3","Supermarket Type1",2979.96405350426
"3535","FDI46",9.5,"Low Fat",0.07433121,"Snack Foods",251.9724,"OUT035","Small","Tier 2","Supermarket Type1",4121.06615779302
"3536","FDW56",7.68,"Low Fat",0.070841281,"Fruits and Vegetables",193.1162,"OUT013","High","Tier 3","Supermarket Type1",3137.37439481189
"3537","NCM19",12.65,"Low Fat",0,"Others",111.8202,"OUT010",NA,"Tier 3","Grocery Store",-145.392534099114
"3538","FDS50",NA,"Low Fat",0.055164938,"Dairy",221.2114,"OUT027","Medium","Tier 3","Supermarket Type3",4907.24796938218
"3539","FDK24",9.195,"Low Fat",0.10121065,"Baking Goods",44.4744,"OUT013","High","Tier 3","Supermarket Type1",789.461113645046
"3540","FDO36",19.7,"Low Fat",0.078354554,"Baking Goods",180.566,"OUT017",NA,"Tier 2","Supermarket Type1",2917.55632573136
"3541","FDK45",NA,"Low Fat",0.033694227,"Seafood",114.786,"OUT027","Medium","Tier 3","Supermarket Type3",3476.91102408159
"3542","NCL05",19.6,"Low Fat",0,"Health and Hygiene",44.377,"OUT045",NA,"Tier 2","Supermarket Type1",683.372420895113
"3543","FDL32",15.7,"Regular",0.122965811,"Fruits and Vegetables",113.2544,"OUT018","Medium","Tier 3","Supermarket Type2",1613.33856610805
"3544","FDA28",16.1,"Regular",0.047876203,"Frozen Foods",126.0362,"OUT049","Medium","Tier 1","Supermarket Type1",2128.55128829335
"3545","FDY36",12.3,"Low Fat",0.009448862,"Baking Goods",74.538,"OUT018","Medium","Tier 3","Supermarket Type2",943.974832819062
"3546","FDP32",6.65,"Low Fat",0.088026614,"Fruits and Vegetables",127.2678,"OUT018","Medium","Tier 3","Supermarket Type2",1806.69757844188
"3547","FDL50",12.15,"Regular",0.042313078,"Canned",123.2046,"OUT046","Small","Tier 1","Supermarket Type1",2046.99070348158
"3548","DRC24",17.85,"Low Fat",0.024859869,"Soft Drinks",151.7998,"OUT049","Medium","Tier 1","Supermarket Type1",2483.09055906025
"3549","NCS18",12.65,"Low Fat",0.042449883,"Household",107.3938,"OUT017",NA,"Tier 2","Supermarket Type1",1820.06408779115
"3550","FDD16",20.5,"Low Fat",0.036558726,"Frozen Foods",75.3696,"OUT017",NA,"Tier 2","Supermarket Type1",1317.14297510704
"3551","NCV18",6.775,"Low Fat",0.105158282,"Household",84.925,"OUT013","High","Tier 3","Supermarket Type1",1387.34386189444
"3552","FDX07",19.2,"Regular",0.022918812,"Fruits and Vegetables",183.995,"OUT046","Small","Tier 1","Supermarket Type1",2985.24031654401
"3553","NCZ05",NA,"Low Fat",0.057850699,"Health and Hygiene",104.299,"OUT027","Medium","Tier 3","Supermarket Type3",3127.4200235969
"3554","NCI31",20,"Low Fat",0.08125948,"Others",36.819,"OUT013","High","Tier 3","Supermarket Type1",632.88781262185
"3555","FDK14",6.98,"Low Fat",0.041169697,"Canned",83.2934,"OUT049","Medium","Tier 1","Supermarket Type1",1490.3484480202
"3556","NCR06",12.5,"Low Fat",0.006778869,"Household",42.9112,"OUT045",NA,"Tier 2","Supermarket Type1",616.159717272149
"3557","NCF54",18,"Low Fat",0.047450712,"Household",173.2422,"OUT049","Medium","Tier 1","Supermarket Type1",2807.39912428522
"3558","DRG23",8.88,"Low Fat",0.145253944,"Hard Drinks",150.6682,"OUT010",NA,"Tier 3","Grocery Store",509.672998028957
"3559","FDD53",16.2,"Low Fat",0.044222497,"Frozen Foods",43.5454,"OUT046","Small","Tier 1","Supermarket Type1",705.556543914068
"3560","NCM31",NA,"Low Fat",0.080803421,"Others",140.1154,"OUT027","Medium","Tier 3","Supermarket Type3",3671.63307250211
"3561","FDT16",9.895,"Regular",0.048937612,"Frozen Foods",261.6278,"OUT017",NA,"Tier 2","Supermarket Type1",4278.57500473239
"3562","FDR40",9.1,"Regular",0.008032868,"Frozen Foods",79.1618,"OUT035","Small","Tier 2","Supermarket Type1",1458.30960216287
"3563","DRG25",10.5,"Low Fat",0.019157444,"Soft Drinks",184.524,"OUT017",NA,"Tier 2","Supermarket Type1",3033.98656397104
"3564","FDT10",16.7,"Regular",0.062032774,"Snack Foods",60.6562,"OUT035","Small","Tier 2","Supermarket Type1",1171.2080333155
"3565","FDY32",7.605,"Low Fat",0.129133491,"Fruits and Vegetables",163.721,"OUT013","High","Tier 3","Supermarket Type1",2679.93275625126
"3566","FDN50",16.85,"reg",0.026514812,"Canned",93.312,"OUT035","Small","Tier 2","Supermarket Type1",1611.5744266374
"3567","FDZ35",NA,"Regular",0.039006737,"Breads",104.599,"OUT019","Small","Tier 1","Grocery Store",-166.545321374187
"3568","NCP54",15.35,"Low Fat",0.035220955,"Household",121.973,"OUT045",NA,"Tier 2","Supermarket Type1",1841.48437525079
"3569","NCD07",9.1,"Low Fat",0.055418261,"Household",112.0518,"OUT035","Small","Tier 2","Supermarket Type1",1917.90571379882
"3570","FDS02",10.195,"Regular",0,"Dairy",196.7794,"OUT018","Medium","Tier 3","Supermarket Type2",2851.74453270699
"3571","DRN59",15,"Low Fat",0.064402907,"Hard Drinks",48.306,"OUT018","Medium","Tier 3","Supermarket Type2",528.257827073892
"3572","DRB24",8.785,"LF",0.020560102,"Soft Drinks",155.5656,"OUT013","High","Tier 3","Supermarket Type1",2459.89306328829
"3573","FDP37",NA,"Low Fat",0.142412955,"Breakfast",126.4994,"OUT027","Medium","Tier 3","Supermarket Type3",3480.34516112581
"3574","DRB01",7.39,"Low Fat",0.082574393,"Soft Drinks",190.253,"OUT018","Medium","Tier 3","Supermarket Type2",2727.38006557052
"3575","FDR47",17.85,"LF",0.087468656,"Breads",195.7794,"OUT046","Small","Tier 1","Supermarket Type1",3068.74181916718
"3576","NCM31",6.095,"Low Fat",0.135906494,"Others",141.9154,"OUT010",NA,"Tier 3","Grocery Store",364.023734197917
"3577","NCF06",NA,"Low Fat",0.020100543,"Household",258.8962,"OUT027","Medium","Tier 3","Supermarket Type3",5505.41943087744
"3578","NCV17",NA,"Low Fat",0.016029548,"Health and Hygiene",129.9626,"OUT027","Medium","Tier 3","Supermarket Type3",3527.78830346075
"3579","FDS10",19.2,"Low Fat",0.035240292,"Snack Foods",178.7318,"OUT049","Medium","Tier 1","Supermarket Type1",2916.40828189583
"3580","FDN52",9.395,"Regular",0.131545005,"Frozen Foods",87.3198,"OUT035","Small","Tier 2","Supermarket Type1",1584.74310579641
"3581","FDZ48",17.75,"Low Fat",0.075896411,"Baking Goods",113.3544,"OUT013","High","Tier 3","Supermarket Type1",1845.4803663419
"3582","FDJ48",11.3,"Low Fat",0.056522558,"Baking Goods",248.6118,"OUT049","Medium","Tier 1","Supermarket Type1",4029.7244036782
"3583","DRB13",NA,"Regular",0,"Soft Drinks",190.253,"OUT027","Medium","Tier 3","Supermarket Type3",4488.85759387364
"3584","FDV59",13.35,"Low Fat",0.048298704,"Breads",216.9166,"OUT017",NA,"Tier 2","Supermarket Type1",3563.11141624358
"3585","FDL32",15.7,"Regular",0.122443776,"Fruits and Vegetables",111.3544,"OUT035","Small","Tier 2","Supermarket Type1",2004.04830016339
"3586","FDZ12",9.17,"Low Fat",0.102959345,"Baking Goods",142.147,"OUT035","Small","Tier 2","Supermarket Type1",2422.63476534489
"3587","NCR06",NA,"LF",0.006732389,"Household",41.4112,"OUT027","Medium","Tier 3","Supermarket Type3",2090.91441722742
"3588","FDP51",13.85,"Regular",0.085757338,"Meat",119.6124,"OUT017",NA,"Tier 2","Supermarket Type1",2088.76987583559
"3589","FDY22",16.5,"Regular",0.159587755,"Snack Foods",142.6128,"OUT013","High","Tier 3","Supermarket Type1",2334.67916350114
"3590","FDZ38",17.6,"Low Fat",0.008013458,"Dairy",170.7422,"OUT049","Medium","Tier 1","Supermarket Type1",2764.58921471291
"3591","NCO54",19.5,"Low Fat",0.014271592,"Household",54.6614,"OUT035","Small","Tier 2","Supermarket Type1",1004.82663349138
"3592","FDR23",15.85,"Low Fat",0.081772054,"Breads",175.137,"OUT035","Small","Tier 2","Supermarket Type1",2926.61391115472
"3593","FDM38",5.885,"Regular",0.092915543,"Canned",54.5982,"OUT049","Medium","Tier 1","Supermarket Type1",1087.66522829309
"3594","FDS25",6.885,"Regular",0.139892043,"Canned",112.4228,"OUT013","High","Tier 3","Supermarket Type1",1919.38031851652
"3595","FDZ22",9.395,"Low Fat",0.045232223,"Snack Foods",83.825,"OUT013","High","Tier 3","Supermarket Type1",1391.08478679311
"3596","FDZ20",NA,"Low Fat",0.060067062,"Fruits and Vegetables",254.8356,"OUT019","Small","Tier 1","Grocery Store",2152.43718107936
"3597","FDD45",8.615,"Low Fat",0.194576935,"Fruits and Vegetables",95.4436,"OUT010",NA,"Tier 3","Grocery Store",-344.549969995337
"3598","FDN03",9.8,"Regular",0.015113426,"Meat",248.7408,"OUT049","Medium","Tier 1","Supermarket Type1",4078.97042633006
"3599","NCW30",5.21,"Low Fat",0.011009897,"Household",258.4962,"OUT046","Small","Tier 1","Supermarket Type1",4061.97483698416
"3600","FDY24",NA,"Regular",0.132846758,"Baking Goods",55.8298,"OUT027","Medium","Tier 3","Supermarket Type3",2421.2525972854
"3601","FDJ26",NA,"Regular",0.148412909,"Canned",212.1218,"OUT019","Small","Tier 1","Grocery Store",1526.41381862943
"3602","FDM15",11.8,"Regular",0,"Meat",152.2366,"OUT049","Medium","Tier 1","Supermarket Type1",2572.93736995982
"3603","NCW54",NA,"Low Fat",0.095946376,"Household",57.8588,"OUT027","Medium","Tier 3","Supermarket Type3",2374.02548043538
"3604","FDA23",9.8,"Low Fat",0.047282735,"Baking Goods",100.5016,"OUT045",NA,"Tier 2","Supermarket Type1",1582.66040822943
"3605","FDA39",NA,"Low Fat",0,"Meat",39.5822,"OUT019","Small","Tier 1","Grocery Store",-1227.10766331647
"3606","FDZ12",9.17,"Low Fat",0.103561308,"Baking Goods",144.147,"OUT017",NA,"Tier 2","Supermarket Type1",2399.10312091769
"3607","NCB42",11.8,"Low Fat",0.008561176,"Health and Hygiene",115.8492,"OUT046","Small","Tier 1","Supermarket Type1",1858.28930970201
"3608","FDL16",12.85,"Low Fat",0.168452861,"Frozen Foods",46.606,"OUT046","Small","Tier 1","Supermarket Type1",759.546961748289
"3609","FDO24",NA,"Low Fat",0,"Baking Goods",160.4604,"OUT019","Small","Tier 1","Grocery Store",651.233820008019
"3610","NCP42",8.51,"Low Fat",0.016110716,"Household",193.1478,"OUT046","Small","Tier 1","Supermarket Type1",3038.46899535444
"3611","FDR19",13.5,"Regular",0.160371305,"Fruits and Vegetables",147.2102,"OUT018","Medium","Tier 3","Supermarket Type2",2146.08374368442
"3612","DRL01",19.5,"Regular",0.077328827,"Soft Drinks",233.5958,"OUT045",NA,"Tier 2","Supermarket Type1",3622.33245204152
"3613","FDV37",13,"Regular",0.083513874,"Canned",198.9426,"OUT046","Small","Tier 1","Supermarket Type1",3224.36444469397
"3614","FDI41",18.5,"Regular",0.104205322,"Frozen Foods",147.0418,"OUT010",NA,"Tier 3","Grocery Store",453.261652031228
"3615","FDF58",13.3,"Low Fat",0.009596051,"Snack Foods",62.451,"OUT049","Medium","Tier 1","Supermarket Type1",1117.48863469132
"3616","NCF43",8.51,"Low Fat",0.052157514,"Household",141.947,"OUT018","Medium","Tier 3","Supermarket Type2",1964.10433239991
"3617","FDN02",16.5,"Low Fat",0.073942531,"Canned",205.8638,"OUT049","Medium","Tier 1","Supermarket Type1",3380.31706605038
"3618","NCP41",16.6,"Low Fat",0.01620764,"Health and Hygiene",107.7596,"OUT035","Small","Tier 2","Supermarket Type1",1866.21182065253
"3619","NCY17",NA,"Low Fat",0.162306339,"Health and Hygiene",45.6086,"OUT027","Medium","Tier 3","Supermarket Type3",2208.50661606564
"3620","FDL58",NA,"Regular",0.073790004,"Snack Foods",265.0568,"OUT027","Medium","Tier 3","Supermarket Type3",5667.10692402097
"3621","NCA30",NA,"Low Fat",0.128707428,"Household",187.9872,"OUT027","Medium","Tier 3","Supermarket Type3",4396.66031184412
"3622","FDE46",18.6,"low fat",0.015833933,"Snack Foods",150.6366,"OUT018","Medium","Tier 3","Supermarket Type2",2153.09077325018
"3623","FDY38",13.6,"reg",0.119153896,"Dairy",231.23,"OUT035","Small","Tier 2","Supermarket Type1",3697.72922452468
"3624","NCH29",NA,"Low Fat",0.034306863,"Health and Hygiene",96.0726,"OUT027","Medium","Tier 3","Supermarket Type3",2998.36398312781
"3625","FDO20",12.85,"Regular",0.152436318,"Fruits and Vegetables",253.9382,"OUT045",NA,"Tier 2","Supermarket Type1",4009.97624011966
"3626","FDP44",16.5,"Regular",0.080038295,"Fruits and Vegetables",103.0332,"OUT018","Medium","Tier 3","Supermarket Type2",1452.71332959514
"3627","FDM02",NA,"Regular",0.073377993,"Canned",89.2198,"OUT027","Medium","Tier 3","Supermarket Type3",2967.34101568103
"3628","FDJ14",NA,"Regular",0.049828008,"Canned",79.996,"OUT027","Medium","Tier 3","Supermarket Type3",2825.42408035967
"3629","FDH04",6.115,"Regular",0.019036024,"Frozen Foods",88.9488,"OUT010",NA,"Tier 3","Grocery Store",-456.099991443154
"3630","DRK23",8.395,"Low Fat",0.071976647,"Hard Drinks",253.004,"OUT046","Small","Tier 1","Supermarket Type1",4004.56867964509
"3631","NCW05",20.25,"Low Fat",0.148072602,"Health and Hygiene",106.8938,"OUT046","Small","Tier 1","Supermarket Type1",1702.87385437514
"3632","FDF12",8.235,"Low Fat",0.082556008,"Baking Goods",146.7076,"OUT049","Medium","Tier 1","Supermarket Type1",2449.22827508716
"3633","FDL51",NA,"Regular",0.08315126,"Dairy",212.7876,"OUT019","Small","Tier 1","Grocery Store",1472.62128882255
"3634","FDN03",9.8,"Regular",0.015151435,"Meat",249.4408,"OUT018","Medium","Tier 3","Supermarket Type2",3715.75188914532
"3635","DRJ37",10.8,"Low Fat",0.061196379,"Soft Drinks",150.5024,"OUT049","Medium","Tier 1","Supermarket Type1",2476.2520541009
"3636","FDM12",NA,"Regular",0.122415631,"Baking Goods",188.7214,"OUT019","Small","Tier 1","Grocery Store",1134.74812148472
"3637","FDA16",6.695,"Low Fat",0.03401083,"Frozen Foods",221.8456,"OUT045",NA,"Tier 2","Supermarket Type1",3423.02186604478
"3638","NCB07",19.2,"Low Fat",0.077945963,"Household",196.611,"OUT017",NA,"Tier 2","Supermarket Type1",3196.46355835242
"3639","NCI17",NA,"Low Fat",0.251114535,"Health and Hygiene",97.241,"OUT019","Small","Tier 1","Grocery Store",-340.295277327026
"3640","FDR51",9.035,"Regular",0.173469718,"Meat",149.3708,"OUT046","Small","Tier 1","Supermarket Type1",2436.79179636158
"3641","FDJ55",12.8,"Regular",0.023578675,"Meat",225.2404,"OUT045",NA,"Tier 2","Supermarket Type1",3534.61683335651
"3642","NCZ17",12.15,"Low Fat",0.079365542,"Health and Hygiene",38.8506,"OUT013","High","Tier 3","Supermarket Type1",689.268809521982
"3643","FDU25",12.35,"Low Fat",0.026659058,"Canned",59.5246,"OUT013","High","Tier 3","Supermarket Type1",1043.65072039009
"3644","NCG18",15.3,"Low Fat",0.023024502,"Household",104.0332,"OUT045",NA,"Tier 2","Supermarket Type1",1562.31716278536
"3645","DRM11",6.57,"Low Fat",0.066443294,"Hard Drinks",259.5278,"OUT017",NA,"Tier 2","Supermarket Type1",4233.91856705425
"3646","FDH16",10.5,"Low Fat",0.052545408,"Frozen Foods",91.683,"OUT035","Small","Tier 2","Supermarket Type1",1608.64051920252
"3647","FDZ04",9.31,"Low Fat",0.038109707,"Frozen Foods",61.651,"OUT018","Medium","Tier 3","Supermarket Type2",723.112347607927
"3648","NCX53",20.1,"Low Fat",0,"Health and Hygiene",142.3154,"OUT035","Small","Tier 2","Supermarket Type1",2397.49718858251
"3649","FDX38",NA,"Regular",0,"Dairy",48.3376,"OUT027","Medium","Tier 3","Supermarket Type3",2268.53677545839
"3650","FDX09",9,"Low Fat",0.06524927,"Snack Foods",177.037,"OUT046","Small","Tier 1","Supermarket Type1",2812.57829280114
"3651","NCW05",20.25,"Low Fat",0.148675787,"Health and Hygiene",107.8938,"OUT018","Medium","Tier 3","Supermarket Type2",1441.09891158834
"3652","NCS41",12.85,"Low Fat",0.053746315,"Health and Hygiene",184.6608,"OUT017",NA,"Tier 2","Supermarket Type1",3051.80209923947
"3653","FDI26",5.94,"Low Fat",0.034886739,"Canned",177.7344,"OUT046","Small","Tier 1","Supermarket Type1",2865.67194562681
"3654","NCZ41",NA,"Low Fat",0.064109274,"Health and Hygiene",125.9704,"OUT027","Medium","Tier 3","Supermarket Type3",3462.89675220859
"3655","NCK06",5.03,"Low Fat",0.008646528,"Household",122.6756,"OUT046","Small","Tier 1","Supermarket Type1",1948.04898733481
"3656","FDX23",NA,"Low Fat",0.029547979,"Baking Goods",96.5436,"OUT027","Medium","Tier 3","Supermarket Type3",3013.4877514301
"3657","NCA42",6.965,"Low Fat",0.028548583,"Household",157.5604,"OUT046","Small","Tier 1","Supermarket Type1",2487.42097364085
"3658","FDC20",10.65,"Low Fat",0.024008733,"Fruits and Vegetables",54.0272,"OUT049","Medium","Tier 1","Supermarket Type1",1033.12578201637
"3659","DRC49",8.67,"Low Fat",0.065703142,"Soft Drinks",143.8128,"OUT018","Medium","Tier 3","Supermarket Type2",2002.03817042814
"3660","FDX01",10.1,"Low Fat",0.024144227,"Canned",117.015,"OUT013","High","Tier 3","Supermarket Type1",1942.84467395569
"3661","FDC08",19,"Regular",0.103659792,"Fruits and Vegetables",226.372,"OUT045",NA,"Tier 2","Supermarket Type1",3597.72759689094
"3662","FDC02",21.35,"Low Fat",0.069211765,"Canned",258.8278,"OUT017",NA,"Tier 2","Supermarket Type1",4158.58804985899
"3663","FDK10",5.785,"Regular",0.040440709,"Snack Foods",179.166,"OUT045",NA,"Tier 2","Supermarket Type1",2817.66603926973
"3664","DRC24",17.85,"Low Fat",0.024800623,"Soft Drinks",153.0998,"OUT013","High","Tier 3","Supermarket Type1",2436.80370010642
"3665","FDW16",NA,"Regular",0.072616027,"Frozen Foods",92.5804,"OUT019","Small","Tier 1","Grocery Store",-391.566040268476
"3666","NCU06",17.6,"LF",0.074710165,"Household",229.101,"OUT018","Medium","Tier 3","Supermarket Type2",3271.10400040314
"3667","DRA59",8.27,"Regular",0.128187372,"Soft Drinks",184.3924,"OUT045",NA,"Tier 2","Supermarket Type1",2877.67955941387
"3668","FDR24",NA,"Regular",0.110045184,"Baking Goods",90.583,"OUT019","Small","Tier 1","Grocery Store",-390.562455817274
"3669","DRL35",15.7,"Low Fat",0,"Hard Drinks",43.277,"OUT018","Medium","Tier 3","Supermarket Type2",448.647035164381
"3670","FDA49",19.7,"Low Fat",0.064867738,"Canned",86.6198,"OUT013","High","Tier 3","Supermarket Type1",1451.50521856312
"3671","NCC55",10.695,"Low Fat",0.063763137,"Household",36.5848,"OUT046","Small","Tier 1","Supermarket Type1",597.173244466383
"3672","DRD24",NA,"Low Fat",0.053918218,"Soft Drinks",143.3154,"OUT019","Small","Tier 1","Grocery Store",361.97945475706
"3673","NCE55",8.92,"Low Fat",0.130130499,"Household",176.737,"OUT049","Medium","Tier 1","Supermarket Type1",2879.00518522119
"3674","FDT33",7.81,"Regular",0,"Snack Foods",168.6158,"OUT045",NA,"Tier 2","Supermarket Type1",2649.59838167877
"3675","NCT53",5.4,"Low Fat",0.048076217,"Health and Hygiene",164.1526,"OUT013","High","Tier 3","Supermarket Type1",2652.58592660306
"3676","FDS26",20.35,"Low Fat",0.08946922,"Dairy",260.1594,"OUT046","Small","Tier 1","Supermarket Type1",4054.52825018435
"3677","FDL22",16.85,"Low Fat",0.036538413,"Snack Foods",91.4488,"OUT018","Medium","Tier 3","Supermarket Type2",1188.0448582005
"3678","FDP44",16.5,"Regular",0.080164468,"Fruits and Vegetables",104.5332,"OUT017",NA,"Tier 2","Supermarket Type1",1813.16852684463
"3679","FDC52",11.15,"Regular",0.008313629,"Dairy",149.5708,"OUT018","Medium","Tier 3","Supermarket Type2",2115.05702795933
"3680","FDI53",8.895,"Regular",0.230389434,"Frozen Foods",160.5236,"OUT010",NA,"Tier 3","Grocery Store",652.810054067156
"3681","FDZ23",17.75,"Regular",0.0675028,"Baking Goods",187.124,"OUT046","Small","Tier 1","Supermarket Type1",3005.50232156808
"3682","NCT18",14.6,"Low Fat",0.059355717,"Household",182.6976,"OUT013","High","Tier 3","Supermarket Type1",2894.50620463865
"3683","FDR13",9.895,"Regular",0.028720832,"Canned",116.7492,"OUT046","Small","Tier 1","Supermarket Type1",1950.77452532197
"3684","FDB09",16.25,"Low Fat",0.096069291,"Fruits and Vegetables",125.0046,"OUT010",NA,"Tier 3","Grocery Store",129.664849236556
"3685","FDZ60",20.5,"Low Fat",0.119262481,"Baking Goods",108.8596,"OUT013","High","Tier 3","Supermarket Type1",1770.30112902836
"3686","FDB11",16,"Low Fat",0.06084803,"Starchy Foods",225.7404,"OUT046","Small","Tier 1","Supermarket Type1",3593.34716204006
"3687","FDC10",9.8,"Regular",0.073174546,"Snack Foods",119.8098,"OUT018","Medium","Tier 3","Supermarket Type2",1684.81642395674
"3688","FDW56",7.68,"Low Fat",0.070886876,"Fruits and Vegetables",193.9162,"OUT035","Small","Tier 2","Supermarket Type1",3262.52227785265
"3689","FDK14",NA,"Low Fat",0,"Canned",83.8934,"OUT027","Medium","Tier 3","Supermarket Type3",2844.58698467413
"3690","DRE27",NA,"Low Fat",0.132028116,"Dairy",96.0726,"OUT027","Medium","Tier 3","Supermarket Type3",2956.61426717759
"3691","FDA38",5.44,"Low Fat",0.025624044,"Dairy",240.7538,"OUT017",NA,"Tier 2","Supermarket Type1",3868.97857688732
"3692","FDT11",5.94,"Regular",0.029431935,"Breads",188.7556,"OUT045",NA,"Tier 2","Supermarket Type1",2980.29608790729
"3693","FDP15",15.2,"Low Fat",0.083926694,"Meat",257.133,"OUT035","Small","Tier 2","Supermarket Type1",4203.61913519109
"3694","FDV27",7.97,"Regular",0.039982468,"Meat",87.6514,"OUT035","Small","Tier 2","Supermarket Type1",1620.99229868877
"3695","FDS36",NA,"Regular",0.046660286,"Baking Goods",108.957,"OUT027","Medium","Tier 3","Supermarket Type3",3247.50764646859
"3696","FDY40",NA,"Regular",0.085419332,"Frozen Foods",48.0692,"OUT027","Medium","Tier 3","Supermarket Type3",2275.5344672569
"3697","NCF19",13,"Low Fat",0.035163317,"Household",50.2034,"OUT049","Medium","Tier 1","Supermarket Type1",901.57506944565
"3698","FDF53",20.75,"Regular",0.083776121,"Frozen Foods",182.2318,"OUT045",NA,"Tier 2","Supermarket Type1",2821.66833761493
"3699","FDS14",NA,"Low Fat",0.04972193,"Dairy",156.5288,"OUT027","Medium","Tier 3","Supermarket Type3",3904.64922403987
"3700","FDE56",17.25,"Regular",0.159195426,"Fruits and Vegetables",63.8194,"OUT046","Small","Tier 1","Supermarket Type1",1118.20776308839
"3701","FDZ19",6.425,"Low Fat",0.093437228,"Fruits and Vegetables",177.7712,"OUT035","Small","Tier 2","Supermarket Type1",3013.57713575919
"3702","FDZ46",7.485,"Low Fat",0.069066197,"Snack Foods",112.1228,"OUT013","High","Tier 3","Supermarket Type1",1835.20459821372
"3703","FDR16",5.845,"Regular",0.105018002,"Frozen Foods",212.8218,"OUT046","Small","Tier 1","Supermarket Type1",3402.16576820042
"3704","FDG29",17.6,"Low Fat",0.056521229,"Frozen Foods",42.1454,"OUT018","Medium","Tier 3","Supermarket Type2",403.769149678711
"3705","NCE30",16,"LF",0.09969679,"Household",214.3902,"OUT017",NA,"Tier 2","Supermarket Type1",3382.24344312539
