"","Item_Identifier","Item_Weight","Item_Fat_Content","Item_Type","Item_MRP","Outlet_Identifier","Outlet_Establishment_Year","Outlet_Size","Outlet_Location_Type","Outlet_Type","Item_Outlet_Sales"
"3235","FDW10",21.2,"Low Fat","Snack Foods",176.337,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3919.34134839385
"3236","FDY14",13.284846656825,"Low Fat","Dairy",262.9226,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",6433.39151540198
"3237","FDV43",16,"Low Fat","Fruits and Vegetables",45.1086,"OUT045",2002,"High","Tier 2","Supermarket Type1",128.300539731676
"3238","FDO40",17.1,"Low Fat","Frozen Foods",150.4392,"OUT013",1987,"High","Tier 3","Supermarket Type1",2384.86055821364
"3239","FDP46",12.6981966658542,"Low Fat","Snack Foods",91.083,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3344.95957923405
"3240","NCE43",13.969756931562,"Low Fat","Household",168.8448,"OUT019",1985,"Small","Tier 1","Grocery Store",1027.8059149634
"3241","FDD05",19.35,"Low Fat","Frozen Foods",120.0098,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2397.77975394977
"3242","FDJ60",19.35,"Regular","Baking Goods",165.9184,"OUT010",1998,"High","Tier 3","Grocery Store",546.506187881501
"3243","DRE27",11.85,"low fat","Dairy",95.8726,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1064.19078328421
"3244","FDO11",8,"Regular","Breads",250.6092,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4648.38630366306
"3245","DRG11",8.91974558146406,"Low Fat","Hard Drinks",107.4596,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3361.1094327484
"3246","FDK33",17.85,"Low Fat","Snack Foods",214.956,"OUT010",1998,"Small","Tier 3","Grocery Store",1642.59483217817
"3247","DRM23",16.6,"Low Fat","Hard Drinks",170.4422,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2780.44347677308
"3248","FDJ02",14.4209686571575,"Regular","Canned",146.1418,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3252.81142925227
"3249","NCZ05",8.485,"Low Fat","Health and Hygiene",104.399,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1204.32374234661
"3250","NCL30",18.1,"Low Fat","Household",126.3336,"OUT013",1987,"High","Tier 3","Supermarket Type1",2658.73849918757
"3251","FDZ19",6.425,"Low Fat","Fruits and Vegetables",174.2712,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2260.14958657702
"3252","FDM45",8.655,"Regular","Snack Foods",120.8756,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2114.21010138748
"3253","FDO36",19.7,"Low Fat","Baking Goods",178.666,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2630.70348964192
"3254","NCK31",10.895,"Low Fat","Others",50.7666,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",288.849365002916
"3255","DRJ37",10.8,"Low Fat","Soft Drinks",153.4024,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2330.52707137513
"3256","FDP24",20.6,"Low Fat","Baking Goods",120.1756,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1447.67150642754
"3257","FDF46",7.07,"LF","Snack Foods",115.1834,"OUT013",1987,"High","Tier 3","Supermarket Type1",1845.76697730284
"3258","FDX46",12.3868997389993,"Regular","Snack Foods",58.5562,"OUT019",1985,"Small","Tier 1","Grocery Store",-1001.62628472441
"3259","NCL18",18.85,"Low Fat","Household",193.7136,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2257.4016800754
"3260","FDJ26",15.3,"Regular","Canned",212.7218,"OUT013",1987,"High","Tier 3","Supermarket Type1",2544.20085552857
"3261","FDJ07",7.26,"Low Fat","Meat",115.015,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1562.99550077816
"3262","FDY15",18.25,"Regular","Dairy",155.163,"OUT013",1987,"High","Tier 3","Supermarket Type1",2251.07494101326
"3263","DRG01",14.8,"Low Fat","Soft Drinks",74.867,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1195.72839836708
"3264","FDF58",13.3,"Low Fat","Snack Foods",64.951,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1070.79001352832
"3265","FDZ14",12.0070570474217,"Regular","Dairy",121.4756,"OUT019",1985,"Small","Tier 1","Grocery Store",110.529648370526
"3266","FDP31",21.1,"Regular","Fruits and Vegetables",65.7168,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",789.498810222608
"3267","FDH45",15.1,"Regular","Fruits and Vegetables",42.4796,"OUT013",1987,"High","Tier 3","Supermarket Type1",864.018532804391
"3268","FDA09",13.35,"Regular","Snack Foods",178.366,"OUT010",1998,"Small","Tier 3","Grocery Store",1139.25993934519
"3269","FDW31",11.35,"Regular","Fruits and Vegetables",198.5742,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2410.30185996295
"3270","FDA57",18.85,"Low Fat","Snack Foods",41.448,"OUT046",1997,"Small","Tier 1","Supermarket Type1",549.451503244013
"3271","NCE55",8.92,"Low Fat","Household",176.637,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3728.63881014056
"3272","FDC17",11.8767485883771,"Low Fat","Frozen Foods",212.3928,"OUT019",1985,"Small","Tier 1","Grocery Store",2468.501418148
"3273","FDC59",16.7,"Regular","Starchy Foods",64.6168,"OUT013",1987,"High","Tier 3","Supermarket Type1",1109.76313175783
"3274","FDA22",7.435,"Low Fat","Starchy Foods",167.9158,"OUT013",1987,"High","Tier 3","Supermarket Type1",3435.3412406521
"3275","FDK52",18.25,"Low Fat","Frozen Foods",224.9062,"OUT035",2004,"Small","Tier 2","Supermarket Type1",4079.61461078018
"3276","NCM26",20.5,"Low Fat","Others",152.934,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2735.64880189668
"3277","NCT53",5.4,"Low Fat","Health and Hygiene",166.3526,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2079.77791303516
"3278","FDW45",18,"Low Fat","Snack Foods",149.0418,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2142.76511689609
"3279","NCI18",18.35,"Low Fat","Household",222.5746,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2639.18595768102
"3280","FDE38",6.52,"Low Fat","Canned",164.0842,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2680.1643629786
"3281","FDF08",14.3615709542022,"Regular","Fruits and Vegetables",89.1856,"OUT019",1985,"Small","Tier 1","Grocery Store",-296.222483737718
"3282","FDY58",11.65,"Low Fat","Snack Foods",229.6694,"OUT010",1998,"Small","Tier 3","Grocery Store",2239.18262907147
"3283","FDF58",13.2251136142771,"Low Fat","Snack Foods",63.451,"OUT019",1985,"Small","Tier 1","Grocery Store",-747.228522855401
"3284","FDX39",14.3,"Regular","Meat",210.0586,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4017.98726035857
"3285","FDB44",6.655,"Low Fat","Fruits and Vegetables",211.0586,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3325.16196175084
"3286","FDF28",15.7,"Regular","Frozen Foods",126.1046,"OUT013",1987,"High","Tier 3","Supermarket Type1",1808.71109541418
"3287","FDE39",7.89,"Low Fat","Dairy",117.1782,"OUT013",1987,"High","Tier 3","Supermarket Type1",2696.20839027047
"3288","FDT37",14.15,"Low Fat","Canned",253.0014,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",3757.15392746146
"3289","FDZ45",14.1,"Low Fat","Snack Foods",199.0084,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3459.78468693295
"3290","FDO40",17.1,"Low Fat","Frozen Foods",150.9392,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2511.5491513507
"3291","FDM57",13.55815052107,"Regular","Snack Foods",85.3908,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2519.18772658854
"3292","DRG36",14.15,"Low Fat","Soft Drinks",171.8106,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3386.75305139749
"3293","FDY36",12.3,"Low Fat","Baking Goods",71.638,"OUT010",1998,"Small","Tier 3","Grocery Store",-739.486435733711
"3294","DRL60",12.9563151294131,"LF","Soft Drinks",151.6682,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3481.38495280489
"3295","FDS25",11.8075669842467,"Regular","Canned",110.8228,"OUT019",1985,"Small","Tier 1","Grocery Store",135.888747266596
"3296","DRF49",12.7270208368776,"Low Fat","Soft Drinks",112.0518,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3060.20614189623
"3297","FDP16",18.6,"Low Fat","Frozen Foods",245.5802,"OUT045",2002,"High","Tier 2","Supermarket Type1",4297.03118643032
"3298","FDS60",20.85,"Low Fat","Baking Goods",181.266,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2446.37129265916
"3299","FDU15",12.4461445671939,"Regular","Meat",37.9532,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2370.29990850158
"3300","FDK43",9.8,"LF","Meat",126.902,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2172.43247673027
"3301","FDN25",7.895,"Regular","Breakfast",58.6588,"OUT046",1997,"Small","Tier 1","Supermarket Type1",926.707205389357
"3302","FDE53",10.895,"Low Fat","Frozen Foods",104.928,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1394.28278518878
"3303","FDB22",8.02,"Low Fat","Snack Foods",155.6998,"OUT013",1987,"High","Tier 3","Supermarket Type1",2316.39595361989
"3304","FDE39",7.89,"Low Fat","Dairy",119.5782,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2759.91766918271
"3305","FDX35",5.035,"Regular","Breads",227.0036,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3784.2995458358
"3306","NCG54",12.1,"Low Fat","Household",169.7106,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3578.4256896849
"3307","FDH27",7.075,"Low Fat","Dairy",145.8128,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2254.91920635851
"3308","NCK42",7.475,"Low Fat","Household",215.4192,"OUT013",1987,"High","Tier 3","Supermarket Type1",3739.47872067509
"3309","FDS25",6.885,"Regular","Canned",108.8228,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2187.67279963649
"3310","FDI10",8.51,"Regular","Snack Foods",172.4422,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2529.04347341091
"3311","FDU35",6.44,"Low Fat","Breads",100.47,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2143.32358543031
"3312","FDI04",13.65,"Regular","Frozen Foods",199.0426,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3232.86242335924
"3313","DRK23",8.395,"Low Fat","Hard Drinks",251.804,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5355.73529206453
"3314","FDB53",13.9100372825191,"Low Fat","Frozen Foods",148.1392,"OUT019",1985,"Small","Tier 1","Grocery Store",1280.56760156871
"3315","FDY02",8.945,"Regular","Dairy",261.791,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3728.50746686355
"3316","FDM60",10.8,"Regular","Baking Goods",40.3138,"OUT035",2004,"Small","Tier 2","Supermarket Type1",822.307363056411
"3317","NCJ31",19.2,"LF","Others",239.6196,"OUT010",1998,"Medium","Tier 3","Grocery Store",1248.50839933005
"3318","DRP35",18.85,"Low Fat","Hard Drinks",126.6336,"OUT017",2007,"High","Tier 2","Supermarket Type1",2378.20324610498
"3319","NCQ30",7.725,"Low Fat","Household",122.4414,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1255.83857825703
"3320","DRL11",10.5,"Low Fat","Hard Drinks",158.4946,"OUT010",1998,"High","Tier 3","Grocery Store",916.417006722668
"3321","FDU01",20.25,"Regular","Canned",184.7924,"OUT013",1987,"High","Tier 3","Supermarket Type1",3165.0694581435
"3322","FDR39",20.35,"Low Fat","Meat",180.7292,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3811.58185659413
"3323","FDO08",11.1,"Regular","Fruits and Vegetables",165.7526,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2079.26030013298
"3324","FDC02",21.35,"Low Fat","Canned",261.1278,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",4562.16714162685
"3325","NCZ29",15,"Low Fat","Health and Hygiene",127.4362,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2319.6788795746
"3326","FDF29",15.1,"Regular","Frozen Foods",130.931,"OUT010",1998,"Small","Tier 3","Grocery Store",-21.5458312934055
"3327","FDZ23",17.75,"Regular","Baking Goods",187.324,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3023.96931624529
"3328","NCU53",5.485,"Low Fat","Health and Hygiene",164.5842,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1631.82648787814
"3329","NCW30",5.21,"Low Fat","Household",258.0962,"OUT013",1987,"High","Tier 3","Supermarket Type1",3530.81972702863
"3330","NCM26",15.5981813855896,"Low Fat","Others",154.534,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4251.92491657358
"3331","FDV50",12.7350255044274,"Low Fat","Dairy",122.573,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3276.94197028579
"3332","FDW15",15.35,"Regular","Meat",146.4734,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2334.6475561565
"3333","FDI35",13.509445818341,"Low Fat","Starchy Foods",182.6634,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5426.10764531272
"3334","FDO11",8,"Regular","Breads",249.0092,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4585.09258858017
"3335","FDN48",13.35,"Low Fat","Baking Goods",92.5804,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1625.08204709911
"3336","NCA17",20.6,"Low Fat","Health and Hygiene",149.9392,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2834.29529451112
"3337","NCN54",20.35,"Low Fat","Household",79.2328,"OUT013",1987,"High","Tier 3","Supermarket Type1",840.002388088121
"3338","FDP22",14.65,"Regular","Snack Foods",49.7666,"OUT013",1987,"High","Tier 3","Supermarket Type1",480.395445929397
"3339","NCB54",8.76,"Low Fat","Health and Hygiene",126.2336,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1997.52603420867
"3340","FDD08",8.3,"Low Fat","Fruits and Vegetables",37.7506,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",310.757411036748
"3341","DRM48",15.2,"Low Fat","Soft Drinks",35.9848,"OUT010",1998,"High","Tier 3","Grocery Store",-1435.64758896852
"3342","FDG41",13.2512583817636,"Regular","Frozen Foods",110.3228,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2878.17810412612
"3343","FDE44",14.4824865141008,"LF","Fruits and Vegetables",48.7692,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2106.56243132215
"3344","FDE26",9.3,"Low Fat","Canned",144.0786,"OUT035",2004,"Small","Tier 2","Supermarket Type1",2490.84309788216
"3345","NCS38",8.6,"Low Fat","Household",113.1176,"OUT013",1987,"High","Tier 3","Supermarket Type1",1390.29443502479
"3346","NCJ54",9.895,"Low Fat","Household",230.4642,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",4270.11948748275
"3347","FDI40",11.9769670403677,"Regular","Frozen Foods",98.8358,"OUT019",1985,"Small","Tier 1","Grocery Store",-244.815641149541
"3348","FDN45",19.35,"Low Fat","Snack Foods",224.4088,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2795.90540258113
"3349","FDU43",19.35,"Regular","Fruits and Vegetables",239.8564,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2078.36401312866
"3350","FDI04",13.65,"Regular","Frozen Foods",197.5426,"OUT010",1998,"High","Tier 3","Grocery Store",1202.00028001414
"3351","NCC07",19.6,"Low Fat","Household",104.9964,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",922.994483212011
"3352","NCC07",13.9188378554441,"Low Fat","Household",104.5964,"OUT019",1985,"Small","Tier 1","Grocery Store",-596.808432177813
"3353","NCD18",16,"Low Fat","Household",231.3668,"OUT045",2002,"High","Tier 2","Supermarket Type1",4240.24448270506
"3354","FDU55",16.2,"Low Fat","Fruits and Vegetables",258.6278,"OUT035",2004,"Small","Tier 2","Supermarket Type1",5754.98571114811
"3355","FDX59",10.195,"Low Fat","Breads",35.2558,"OUT035",2004,"Small","Tier 2","Supermarket Type1",509.270343843776
"3356","FDR52",12.65,"Regular","Frozen Foods",190.7846,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2919.14843726837
"3357","NCP17",19.35,"Low Fat","Health and Hygiene",63.3168,"OUT013",1987,"High","Tier 3","Supermarket Type1",1092.09558705516
"3358","FDQ32",17.85,"reg","Fruits and Vegetables",122.2388,"OUT045",2002,"High","Tier 2","Supermarket Type1",2187.90652166783
"3359","NCT17",10.8,"Low Fat","Health and Hygiene",188.0214,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3462.70818507428
"3360","FDO10",13.65,"Regular","Snack Foods",57.7588,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1210.05987477506
"3361","FDE32",20.7,"Low Fat","Fruits and Vegetables",36.5506,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",388.46486749624
"3362","FDN44",13.15,"Low Fat","Fruits and Vegetables",158.192,"OUT045",2002,"High","Tier 2","Supermarket Type1",2751.95368138043
"3363","FDH02",7.27,"reg","Canned",88.8488,"OUT035",2004,"Small","Tier 2","Supermarket Type1",953.753606035719
"3364","FDK60",16.5,"Regular","Baking Goods",98.9068,"OUT013",1987,"High","Tier 3","Supermarket Type1",1694.30119461524
"3365","FDS24",11.4395959390274,"Regular","Baking Goods",86.5514,"OUT019",1985,"Small","Tier 1","Grocery Store",-611.378513679608
"3366","FDL03",19.25,"Regular","Meat",198.211,"OUT010",1998,"Medium","Tier 3","Grocery Store",505.079657607196
"3367","FDB46",10.8152080322216,"Regular","Snack Foods",212.6244,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5062.5065125469
"3368","FDO48",15,"Regular","Baking Goods",222.6456,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3079.29693614699
"3369","FDZ39",19.7,"Regular","Meat",103.399,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1172.81426675189
"3370","FDT02",11.7691833022536,"LF","Dairy",35.1874,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",1773.48018238419
"3371","FDC50",15.85,"Low Fat","Canned",94.8094,"OUT013",1987,"High","Tier 3","Supermarket Type1",1821.83914379838
"3372","FDP39",12.65,"Low Fat","Meat",51.5324,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1285.17939259606
"3373","DRG15",6.13,"Low Fat","Dairy",60.0536,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",973.484420862894
"3374","FDP10",19,"Low Fat","Snack Foods",104.1622,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1226.09239672223
"3375","FDF53",15.4731774082192,"Regular","Frozen Foods",181.8318,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5037.88680685733
"3376","FDN34",15.6,"Regular","Snack Foods",170.4132,"OUT045",2002,"High","Tier 2","Supermarket Type1",3259.78664726437
"3377","FDK02",12.5,"Low Fat","Canned",120.744,"OUT045",2002,"High","Tier 2","Supermarket Type1",2090.55504182918
"3378","FDC23",18,"Low Fat","Starchy Foods",176.3686,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",3411.55961818312
"3379","FDJ10",11.554457424055,"Regular","Snack Foods",140.2838,"OUT019",1985,"Small","Tier 1","Grocery Store",96.1021308827372
"3380","FDE53",10.895,"Low Fat","Frozen Foods",107.028,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1466.96803158895
"3381","FDR25",17,"Regular","Canned",266.5884,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3775.4938527178
"3382","FDW50",13.1,"Low Fat","Dairy",165.7158,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1843.67268522014
"3383","FDS09",8.895,"Regular","Snack Foods",51.4008,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",872.594986020097
"3384","FDW49",19.5,"Low Fat","Canned",178.1002,"OUT010",1998,"Medium","Tier 3","Grocery Store",512.05129345795
"3385","FDU51",20.2,"Regular","Meat",178.7028,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4000.59385197818
"3386","FDF28",15.7,"Regular","Frozen Foods",126.1046,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1493.72374427734
"3387","NCY30",20.25,"Low Fat","Household",179.6976,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",2649.52348734101
"3388","FDD44",8.05,"Regular","Fruits and Vegetables",259.3646,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",5368.10308615949
"3389","FDX09",9,"Low Fat","Snack Foods",177.337,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3378.07385332462
"3390","NCF30",17,"Low Fat","Household",125.9362,"OUT013",1987,"High","Tier 3","Supermarket Type1",2090.259216704
"3391","FDZ50",14.2943356695557,"Regular","Dairy",185.4608,"OUT019",1985,"Small","Tier 1","Grocery Store",2832.2686833379
"3392","FDW37",19.2,"Low Fat","Canned",89.2488,"OUT013",1987,"High","Tier 3","Supermarket Type1",1025.8099023471
"3393","FDD11",12.85,"Low Fat","Starchy Foods",254.404,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2917.92173517782
"3394","DRH39",20.7,"Low Fat","Dairy",75.567,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1191.41983002258
"3395","FDA36",5.985,"Low Fat","Baking Goods",184.1924,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2266.16917446011
"3396","NCG43",20.2,"Low Fat","Household",92.4462,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1571.92847071536
"3397","FDF02",16.2,"low fat","Canned",103.699,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1916.45499217987
"3398","FDP57",12.2784985860014,"low fat","Snack Foods",101.899,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3146.97482768356
"3399","NCE42",21.1,"Low Fat","Household",231.9958,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",4595.16673631126
"3400","NCR38",18.1429916186028,"LF","Household",252.8724,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",5365.93712928629
"3401","FDP03",14.6261527270967,"Regular","Meat",125.1388,"OUT019",1985,"Small","Tier 1","Grocery Store",73.0455596274115
"3402","FDO51",6.785,"Regular","Meat",42.3112,"OUT035",2004,"Small","Tier 2","Supermarket Type1",535.65091245026
"3403","NCQ42",20.35,"Low Fat","Household",128.4678,"OUT046",1997,"Small","Tier 1","Supermarket Type1",2184.08082558182
"3404","NCM41",16.5,"Low Fat","Health and Hygiene",91.212,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1037.40553126619
"3405","FDH48",13.1612539700982,"Low Fat","Baking Goods",85.054,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2900.078865572
"3406","DRF60",10.8,"Low Fat","Soft Drinks",236.4564,"OUT046",1997,"Small","Tier 1","Supermarket Type1",4672.60002394729
"3407","FDJ27",17.7,"Regular","Meat",101.4674,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1831.5463530388
"3408","FDQ14",9.27,"Low Fat","Dairy",150.805,"OUT013",1987,"High","Tier 3","Supermarket Type1",2150.48686649178
"3409","FDN27",20.85,"Low Fat","Meat",118.5808,"OUT017",2007,"High","Tier 2","Supermarket Type1",1607.55157046295
"3410","NCQ02",12.6,"Low Fat","Household",188.6556,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3287.41249146151
"3411","FDJ33",8.895,"Regular","Snack Foods",124.873,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",2240.14345142105
"3412","FDP07",11.5219553442543,"Low Fat","Fruits and Vegetables",196.011,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4129.37971020097
"3413","DRE01",10.1,"LF","Soft Drinks",241.2512,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3857.50731466534
"3414","FDU36",6.15,"Low Fat","Baking Goods",99.9384,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",1700.70482297667
"3415","FDL28",10,"Regular","Frozen Foods",228.6668,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2211.68332976399
"3416","NCX53",20.1,"Low Fat","Health and Hygiene",141.2154,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3047.08433512383
"3417","FDZ39",19.7,"Regular","Meat",103.699,"OUT013",1987,"High","Tier 3","Supermarket Type1",1118.69414255344
"3418","NCP42",8.51,"Low Fat","Household",195.3478,"OUT013",1987,"High","Tier 3","Supermarket Type1",3088.52390554777
"3419","FDJ14",10.3,"Regular","Canned",81.296,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1509.9214647552
"3420","FDK04",7.36,"Low Fat","Frozen Foods",55.3588,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",909.239562449065
"3421","NCC19",6.57,"LF","Household",194.582,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",3683.23487467923
"3422","FDS09",8.895,"Regular","Snack Foods",51.7008,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",503.487510684801
"3423","FDZ02",6.905,"Regular","Dairy",99.6726,"OUT046",1997,"Small","Tier 1","Supermarket Type1",734.478842608804
"3424","FDD35",12.15,"LF","Starchy Foods",121.344,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1657.80753769579
"3425","NCY42",6.38,"Low Fat","Household",144.147,"OUT017",2007,"Medium","Tier 2","Supermarket Type1",2696.16103445223
"3426","FDB05",5.155,"Low Fat","Frozen Foods",246.9776,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",3171.75308572264
"3427","FDF20",12.85,"Low Fat","Fruits and Vegetables",195.2768,"OUT035",2004,"Small","Tier 2","Supermarket Type1",3491.80996672263
"3428","NCO41",12.5,"Low Fat","Health and Hygiene",97.3384,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1547.14677918566
"3429","FDC40",11.3160830360442,"Regular","Dairy",79.4986,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",2803.67171439747
"3430","FDV58",20.85,"LF","Snack Foods",197.4452,"OUT045",2002,"Medium","Tier 2","Supermarket Type1",2248.34698198319
"3431","FDZ57",10,"Regular","Snack Foods",129.5994,"OUT045",2002,"High","Tier 2","Supermarket Type1",1050.14904561314
"3432","DRM35",9.695,"Low Fat","Hard Drinks",179.4344,"OUT046",1997,"Small","Tier 1","Supermarket Type1",3689.81066910081
"3433","DRN36",15.2,"Low Fat","Soft Drinks",94.2752,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1095.91177722635
"3434","FDQ13",11.1,"Low Fat","Canned",84.0908,"OUT046",1997,"Small","Tier 1","Supermarket Type1",1629.50458426012
"3435","DRO35",13.85,"Low Fat","Hard Drinks",115.4492,"OUT010",1998,"Small","Tier 3","Grocery Store",682.218751935161
"3436","NCD43",8.85,"Low Fat","Household",104.3964,"OUT035",2004,"Small","Tier 2","Supermarket Type1",1638.59968724739
"3437","FDA51",8.05,"Regular","Dairy",114.2518,"OUT018",2009,"Medium","Tier 3","Supermarket Type2",1384.61395043826
"3438","NCX17",17.2395427823917,"Low Fat","Health and Hygiene",232.93,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",4906.73406935153
"3439","NCZ17",12.15,"Low Fat","Health and Hygiene",39.4506,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",1039.77419178205
"3440","FDR11",11.4228856795433,"Regular","Breads",159.6578,"OUT027",1985,"Medium","Tier 3","Supermarket Type3",3902.25881203039
"3441","FDW34",9.6,"Low Fat","Snack Foods",242.917,"OUT049",1999,"Medium","Tier 1","Supermarket Type1",3985.29426411371
